Dates,GSUSFCI Index,CESIUSD Index,value_MORTGAGE30US,value_CCLACBW027SBOG,value_WTISPLC,value_EXPINF1YR,value_STLPPM,value_ECIWAG,value_M2REAL,value_UNRATE,value_PPIACO,value_PCUOMFGOMFG,value_PCUATRANSATRANS,value_PCUATRADEATRADE,value_PCUAWHLTRAWHLTR,value_CSUSHPINSA,value_SPCS20RSA,value_WALCL,value_SP500,value_MEHOINUSA672N,value_T5YIFR,value_FYFSD,value_REAINTRATREARAT10Y,value_SAHMREALTIME,value_POPTHM,Monthly Nominal GDP Index,Monthly Real GDP Index,Advance Estimate From BEA,Business Fixed Investment,Change in inventory investment ($Bil 2009),Change in net exports ($Bil 2009),Current change in private inventories ($Bil 2009),Data releases,Days until advance estimate,Equipment,Exports,Federal Govt,Final Sales,Final Sales to Domestic Purchasers,Final Sales to Private Domestic Purchasers,Final_GDP_Interp,Fixed Investment,Forecast Error,GDP Nowcast,GPDI,Goods exports,Goods imports,Government,Imports,Intellectual Property Products,"Net Exports (current, $Bil 2009)","Net Exports (previous, $Bil 2009)",PCE,PCE Goods,PCE Services,Previous change in private inventories ($Bil 2009),Publication Date of Advance Estimate,Quarter being forecasted,Residential,S&L,Services exports,Services imports,Structures
2014-07-14,98.8,-15.9,4.15,612.6122,103.59,1.8594911,0.09444467,121.1,4812.6,6.2,208.0,197.4,126.3,124.5,128.6,167.136,170.639910664584,4383401.0,1977.1,68410.0,2.55,-484793.0,0.59099495,-0.03,319670.0,17747.887,18362.23,,,,,,,,,,,,,,3.2673333333333336,,,,,,,,,,,,,,,,,,,,,,
2014-07-15,98.82,-15.7,4.15,612.6122,103.59,1.8594911,0.09444467,121.1,4812.6,6.2,208.0,197.4,126.3,124.5,128.6,167.136,170.639910664584,4383401.0,1973.28,68410.0,2.54,-484793.0,0.59099495,-0.03,319670.0,17747.887,18362.23,4.0,8.4,4.0,-13.0,53.0,Retail trade,15.0,14.6,6.8,-1.5,2.6,,,3.31,8.3,1.2,2.7,8.8,8.2,8.9,1.1,7.8,4.5,-454.0,-441.0,2.2,5.7,0.4,49.0,30/07/2014,30/06/2014,8.0,2.9,3.9,2.7,1.7
2014-07-16,98.8,-13.0,4.15,612.8975,103.59,1.8594911,0.09444467,121.1,4812.6,6.2,208.0,197.4,126.3,124.5,128.6,167.136,170.639910664584,4398201.0,1981.57,68410.0,2.51,-484793.0,0.59099495,-0.03,319670.0,17747.887,18362.23,4.0,8.4,5.0,-13.0,53.0,Industrial production,14.0,14.6,6.7,-1.5,2.6,,,3.352666666666667,8.3,1.2,2.7,8.9,8.0,8.8,1.1,7.7,4.5,-454.0,-441.0,2.2,5.7,0.4,49.0,30/07/2014,30/06/2014,8.0,2.9,3.8,2.6,1.5
2014-07-17,98.84,-16.7,4.13,612.8975,103.59,1.8594911,0.09444467,121.1,4812.6,6.2,208.0,197.4,126.3,124.5,128.6,167.136,170.639910664584,4398201.0,1958.12,68410.0,2.49,-484793.0,0.59099495,-0.03,319670.0,17747.887,18362.23,4.0,8.3,5.0,-13.0,53.0,Housing starts,13.0,14.6,6.7,-1.5,2.6,,,3.3953333333333338,8.2,1.2,2.7,8.8,8.0,8.7,1.1,7.7,4.5,-454.0,-441.0,2.2,5.7,0.4,49.0,30/07/2014,30/06/2014,7.5,2.9,3.8,2.6,1.5
2014-07-18,98.8,-18.0,4.13,612.8975,103.59,1.8594911,0.09444467,121.1,4812.6,6.2,208.0,197.4,126.3,124.5,128.6,167.136,170.639910664584,4398201.0,1978.22,68410.0,2.52,-484793.0,0.59099495,-0.03,319670.0,17747.887,18362.23,,,,,,,,,,,,,,3.438,,,,,,,,,,,,,,,,,,,,,,
2014-07-21,98.8,-16.1,4.13,612.8975,103.59,1.8594911,0.09444467,121.1,4812.6,6.2,208.0,197.4,126.3,124.5,128.6,167.136,170.639910664584,4398201.0,1973.63,68410.0,2.51,-484793.0,0.59099495,-0.03,319670.0,17747.887,18362.23,,,,,,,,,,,,,,3.5660000000000003,,,,,,,,,,,,,,,,,,,,,,
2014-07-22,98.77,-23.4,4.13,612.8975,103.59,1.8594911,0.09444467,121.1,4812.6,6.2,208.0,197.4,126.3,124.5,128.6,167.136,170.639910664584,4398201.0,1983.53,68410.0,2.53,-484793.0,0.59099495,-0.03,319670.0,17747.887,18362.23,4.0,8.4,5.0,-13.0,54.0,"Existing-home sales, Consumer Price Index",8.0,14.6,6.7,-1.5,2.6,,,3.608666666666667,8.4,1.2,2.7,9.1,8.0,8.7,1.1,7.7,4.5,-454.0,-441.0,2.1,5.5,0.4,49.0,30/07/2014,30/06/2014,8.6,2.9,3.8,2.6,1.6
2014-07-23,98.76,-23.3,4.13,613.1027,103.59,1.8594911,0.09444467,121.1,4812.6,6.2,208.0,197.4,126.3,124.5,128.6,167.136,170.639910664584,4410746.0,1987.01,68410.0,2.54,-484793.0,0.59099495,-0.03,319670.0,17747.887,18362.23,,,,,,,,,,,,,,3.6513333333333335,,,,,,,,,,,,,,,,,,,,,,
2014-07-24,98.78,-26.0,4.13,613.1027,103.59,1.8594911,0.09444467,121.1,4812.6,6.2,208.0,197.4,126.3,124.5,128.6,167.136,170.639910664584,4410746.0,1987.98,68410.0,2.61,-484793.0,0.59099495,-0.03,319670.0,17747.887,18362.23,4.0,8.5,5.0,-13.0,54.0,New-home sales/Construction prices,6.0,14.6,6.7,-1.5,2.6,,,3.694,8.6,1.2,2.7,9.3,8.0,8.8,1.2,7.7,4.5,-454.0,-441.0,2.1,5.5,0.4,49.0,30/07/2014,30/06/2014,9.2,2.9,3.8,2.6,2.0
2014-07-25,98.79,-24.5,4.13,613.1027,103.59,1.8594911,0.09444467,121.1,4812.6,6.2,208.0,197.4,126.3,124.5,128.6,167.136,170.639910664584,4410746.0,1978.34,68410.0,2.61,-484793.0,0.59099495,-0.03,319670.0,17747.887,18362.23,4.0,7.5,6.0,-13.0,55.0,Advance durable manufacturing,5.0,12.4,6.7,-1.5,2.5,,,3.736666666666667,7.9,1.3,2.7,8.8,8.0,8.7,1.2,7.7,4.5,-454.0,-441.0,2.1,5.5,0.4,49.0,30/07/2014,30/06/2014,9.3,2.9,3.8,2.6,2.0
2014-07-28,98.8,-20.7,4.13,613.1027,103.59,1.8594911,0.09444467,121.1,4812.6,6.2,208.0,197.4,126.3,124.5,128.6,167.136,170.639910664584,4410746.0,1978.91,68410.0,2.61,-484793.0,0.59099495,-0.03,319670.0,17747.887,18362.23,,,,,,,,,,,,,,3.864666666666667,,,,,,,,,,,,,,,,,,,,,,
2014-07-29,98.83,-18.0,4.13,613.1027,103.59,1.8594911,0.09444467,121.1,4812.6,6.2,208.0,197.4,126.3,124.5,128.6,167.136,170.639910664584,4410746.0,1969.95,68410.0,2.6,-484793.0,0.59099495,-0.03,319670.0,17747.887,18362.23,,,,,,,,,,,,,,3.9073333333333338,,,,,,,,,,,,,,,,,,,,,,
2014-07-30,98.88,-5.2,4.13,614.5189,103.59,1.8594911,0.09444467,121.1,4812.6,6.2,208.0,197.4,126.3,124.5,128.6,167.136,170.639910664584,4406637.0,1970.07,68410.0,2.6,-484793.0,0.59099495,-0.03,319670.0,17747.887,18362.23,,,,,,,,,,,,,,3.95,,,,,,,,,,,,,,,,,,,,,,
2014-07-31,99.0,-12.5,4.12,614.5189,103.59,1.8594911,0.09444467,121.1,4812.6,6.2,208.0,197.4,126.3,124.5,128.6,167.136,170.639910664584,4406637.0,1930.67,68410.0,2.61,-484793.0,0.59099495,-0.03,319670.0,17747.887,18362.23,,,,,,,,,,,,,,3.945652173913044,,,,,,,,,,,,,,,,,,,,,,
2014-08-01,99.01,-13.0,4.12,614.5189,96.54,1.8065541,0.12950931,121.1,4825.6,6.1,207.0,197.4,126.7,124.2,128.3,167.451,170.963176526731,4406637.0,1925.15,68410.0,2.62,-484793.0,0.6494057,-0.07,319919.0,17861.868,18467.644,,,,,,,,,,,,,,3.941304347826087,,,,,,,,,,,,,,,,,,,,,,
2014-08-04,98.98,-12.7,4.12,614.5189,96.54,1.8065541,0.12950931,121.1,4825.6,6.1,207.0,197.4,126.7,124.2,128.3,167.451,170.963176526731,4406637.0,1938.99,68410.0,2.6,-484793.0,0.6494057,-0.07,319919.0,17861.868,18467.644,3.5,5.6,-10.0,0.0,71.0,Initial nowcast,87.0,8.0,4.4,3.1,2.9,,,3.9282608695652175,5.4,0.9,2.6,3.5,4.3,3.4,1.9,3.6,4.6,-471.0,-470.0,2.5,3.2,2.1,80.0,30/10/2014,30/09/2014,4.5,1.2,4.7,4.8,2.4
2014-08-05,99.04,-6.2,4.12,614.5189,96.54,1.8065541,0.12950931,121.1,4825.6,6.1,207.0,197.4,126.7,124.2,128.3,167.451,170.963176526731,4406637.0,1920.21,68410.0,2.58,-484793.0,0.6494057,-0.07,319919.0,17861.868,18467.644,3.5,5.7,-6.0,0.0,75.0,"M3 Manufacturing, Light vehicle sales",86.0,8.1,4.5,3.1,2.8,,,3.923913043478261,5.5,0.9,2.6,4.2,4.4,3.5,1.9,3.7,4.6,-471.0,-470.0,2.4,2.8,2.1,82.0,30/10/2014,30/09/2014,4.6,1.2,4.8,4.8,2.4
2014-08-06,99.04,-6.2,4.12,613.7697,96.54,1.8065541,0.12950931,121.1,4825.6,6.1,207.0,197.4,126.7,124.2,128.3,167.451,170.963176526731,4410111.0,1920.24,68410.0,2.6,-484793.0,0.6494057,-0.07,319919.0,17861.868,18467.644,3.5,6.0,-6.0,3.0,75.0,International trade,85.0,8.9,5.2,3.1,3.0,,,3.919565217391305,5.8,0.8,2.8,4.4,5.5,3.3,1.9,3.7,4.6,-467.0,-470.0,2.4,2.8,2.1,82.0,30/10/2014,30/09/2014,4.7,1.2,4.5,5.6,2.4
2014-08-07,99.05,2.6,4.14,613.7697,96.54,1.8065541,0.12950931,121.1,4825.6,6.1,207.0,197.4,126.7,124.2,128.3,167.451,170.963176526731,4410111.0,1909.57,68410.0,2.59,-484793.0,0.6494057,-0.07,319919.0,17861.868,18467.644,,,,,,,,,,,,,,3.915217391304348,,,,,,,,,,,,,,,,,,,,,,
2014-08-08,99.0,3.0,4.14,613.7697,96.54,1.8065541,0.12950931,121.1,4825.6,6.1,207.0,197.4,126.7,124.2,128.3,167.451,170.963176526731,4410111.0,1931.59,68410.0,2.64,-484793.0,0.6494057,-0.07,319919.0,17861.868,18467.644,3.5,6.0,0.0,3.0,75.0,Wholesale trade,83.0,8.9,5.2,3.1,3.0,,,3.910869565217392,5.8,0.6,2.9,5.5,5.5,3.3,1.9,3.7,4.6,-467.0,-470.0,2.4,2.8,2.1,75.0,30/10/2014,30/09/2014,4.7,1.2,4.5,5.6,2.4
2014-08-11,98.98,4.1,4.14,613.7697,96.54,1.8065541,0.12950931,121.1,4825.6,6.1,207.0,197.4,126.7,124.2,128.3,167.451,170.963176526731,4410111.0,1936.92,68410.0,2.64,-484793.0,0.6494057,-0.07,319919.0,17861.868,18467.644,,,,,,,,,,,,,,3.8978260869565218,,,,,,,,,,,,,,,,,,,,,,
2014-08-12,98.99,3.3,4.14,613.7697,96.54,1.8065541,0.12950931,121.1,4825.6,6.1,207.0,197.4,126.7,124.2,128.3,167.451,170.963176526731,4410111.0,1933.75,68410.0,2.61,-484793.0,0.6494057,-0.07,319919.0,17861.868,18467.644,3.5,6.0,0.0,3.0,75.0,Monthly Treasury Statement,79.0,8.9,5.2,1.4,2.8,,,3.8934782608695655,5.8,0.7,2.8,5.5,5.5,3.3,1.3,3.7,4.6,-467.0,-470.0,2.4,2.8,2.1,75.0,30/10/2014,30/09/2014,4.7,1.2,4.5,5.6,2.4
2014-08-13,98.95,-0.3,4.14,614.5232,96.54,1.8065541,0.12950931,121.1,4825.6,6.1,207.0,197.4,126.7,124.2,128.3,167.451,170.963176526731,4431923.0,1946.72,68410.0,2.58,-484793.0,0.6494057,-0.07,319919.0,17861.868,18467.644,3.5,6.0,3.0,4.0,75.0,Retail trade,78.0,8.8,5.2,1.4,2.6,,,3.889130434782609,5.8,0.8,2.7,6.2,5.5,3.3,1.3,3.6,4.6,-467.0,-470.0,2.1,1.9,2.1,72.0,30/10/2014,30/09/2014,5.1,1.2,4.5,5.5,2.4
2014-08-14,98.91,-2.6,4.12,614.5232,96.54,1.8065541,0.12950931,121.1,4825.6,6.1,207.0,197.4,126.7,124.2,128.3,167.451,170.963176526731,4431923.0,1955.18,68410.0,2.58,-484793.0,0.6494057,-0.07,319919.0,17861.868,18467.644,,,,,,,,,,,,,,3.884782608695653,,,,,,,,,,,,,,,,,,,,,,
2014-08-15,98.87,-5.7,4.12,614.5232,96.54,1.8065541,0.12950931,121.1,4825.6,6.1,207.0,197.4,126.7,124.2,128.3,167.451,170.963176526731,4431923.0,1955.06,68410.0,2.53,-484793.0,0.6494057,-0.07,319919.0,17861.868,18467.644,3.5,6.1,8.0,3.0,79.0,Industrial production,76.0,9.2,5.3,1.4,2.7,,,3.880434782608696,6.0,0.7,2.9,7.1,5.6,3.4,1.3,3.8,4.6,-467.0,-470.0,2.1,2.0,2.1,72.0,30/10/2014,30/09/2014,5.6,1.2,4.6,5.6,2.0
2014-08-18,98.86,-2.0,4.12,614.5232,96.54,1.8065541,0.12950931,121.1,4825.6,6.1,207.0,197.4,126.7,124.2,128.3,167.451,170.963176526731,4431923.0,1971.74,68410.0,2.51,-484793.0,0.6494057,-0.07,319919.0,17861.868,18467.644,,,,,,,,,,,,,,3.867391304347826,,,,,,,,,,,,,,,,,,,,,,
2014-08-19,98.85,-1.8,4.12,614.5232,96.54,1.8065541,0.12950931,121.1,4825.6,6.1,207.0,197.4,126.7,124.2,128.3,167.451,170.963176526731,4431923.0,1981.6,68410.0,2.53,-484793.0,0.6494057,-0.07,319919.0,17861.868,18467.644,3.5,6.1,8.0,3.0,80.0,"Housing starts, Consumer Price Index",72.0,9.3,5.3,1.4,2.8,,,3.86304347826087,6.7,0.5,3.0,7.9,5.6,3.4,1.3,3.8,4.6,-467.0,-470.0,2.1,2.0,2.1,72.0,30/10/2014,30/09/2014,9.1,1.2,4.6,5.6,2.0
2014-08-20,98.87,-1.8,4.12,615.1305,96.54,1.8065541,0.12950931,121.1,4825.6,6.1,207.0,197.4,126.7,124.2,128.3,167.451,170.963176526731,4412924.0,1986.51,68410.0,2.51,-484793.0,0.6494057,-0.07,319919.0,17861.868,18467.644,,,,,,,,,,,,,,3.858695652173913,,,,,,,,,,,,,,,,,,,,,,
2014-08-21,98.82,4.0,4.1,615.1305,96.54,1.8065541,0.12950931,121.1,4825.6,6.1,207.0,197.4,126.7,124.2,128.3,167.451,170.963176526731,4412924.0,1992.37,68410.0,2.54,-484793.0,0.6494057,-0.07,319919.0,17861.868,18467.644,3.5,6.1,8.0,3.0,80.0,Existing-home sales,70.0,9.3,5.3,1.4,2.8,,,3.854347826086957,6.9,0.5,3.0,8.0,5.6,3.5,1.3,3.8,4.6,-467.0,-470.0,2.1,2.0,2.1,72.0,30/10/2014,30/09/2014,9.8,1.2,4.6,5.6,2.0
2014-08-22,98.83,4.4,4.1,615.1305,96.54,1.8065541,0.12950931,121.1,4825.6,6.1,207.0,197.4,126.7,124.2,128.3,167.451,170.963176526731,4412924.0,1988.4,68410.0,2.49,-484793.0,0.6494057,-0.07,319919.0,17861.868,18467.644,,,,,,,,,,,,,,3.85,,,,,,,,,,,,,,,,,,,,,,
2014-08-25,98.81,5.2,4.1,615.1305,96.54,1.8065541,0.12950931,121.1,4825.6,6.1,207.0,197.4,126.7,124.2,128.3,167.451,170.963176526731,4412924.0,1997.92,68410.0,2.52,-484793.0,0.6494057,-0.07,319919.0,17861.868,18467.644,3.5,6.1,8.0,3.0,80.0,New-home sales/Construction prices,66.0,9.4,5.3,1.4,2.8,,,3.8369565217391295,6.7,0.5,3.0,7.9,5.7,3.5,1.3,3.8,4.6,-467.0,-470.0,2.1,2.1,2.1,72.0,30/10/2014,30/09/2014,9.2,1.2,4.6,5.6,1.9
2014-08-26,98.8,27.3,4.1,615.1305,96.54,1.8065541,0.12950931,121.1,4825.6,6.1,207.0,197.4,126.7,124.2,128.3,167.451,170.963176526731,4412924.0,2000.02,68410.0,2.45,-484793.0,0.6494057,-0.07,319919.0,17861.868,18467.644,3.5,7.0,9.0,3.0,81.0,Advance durable manufacturing,65.0,11.3,5.4,1.4,2.9,,,3.832608695652174,7.5,0.4,3.2,8.8,5.7,3.6,1.3,3.9,4.6,-467.0,-470.0,2.1,2.1,2.1,73.0,30/10/2014,30/09/2014,9.2,1.2,4.6,5.7,1.9
2014-08-27,98.77,27.8,4.1,615.7432,96.54,1.8065541,0.12950931,121.1,4825.6,6.1,207.0,197.4,126.7,124.2,128.3,167.451,170.963176526731,4413736.0,2000.12,68410.0,2.48,-484793.0,0.6494057,-0.07,319919.0,17861.868,18467.644,,,,,,,,,,,,,,3.8282608695652174,,,,,,,,,,,,,,,,,,,,,,
2014-08-28,98.77,32.9,4.1,615.7432,96.54,1.8065541,0.12950931,121.1,4825.6,6.1,207.0,197.4,126.7,124.2,128.3,167.451,170.963176526731,4413736.0,1996.74,68410.0,2.49,-484793.0,0.6494057,-0.07,319919.0,17861.868,18467.644,,,,,,,,,,,,,,3.823913043478261,,,,,,,,,,,,,,,,,,,,,,
2014-08-29,98.76,34.6,4.1,615.7432,96.54,1.8065541,0.12950931,121.1,4825.6,6.1,207.0,197.4,126.7,124.2,128.3,167.451,170.963176526731,4413736.0,2003.37,68410.0,2.48,-484793.0,0.6494057,-0.07,319919.0,17861.868,18467.644,3.5,7.2,3.0,2.0,85.0,"Real GDP, Personal income",62.0,11.4,5.7,1.4,2.2,,,3.819565217391304,7.6,1.3,2.3,7.9,6.1,3.9,1.2,4.3,5.0,-461.0,-463.0,1.1,1.5,0.8,82.0,30/10/2014,30/09/2014,9.2,1.1,4.7,5.9,2.0
2014-09-01,98.76,37.8,4.1,615.7432,93.21,2.1150395,0.08412574,121.1,4842.5,5.9,206.4,196.8,124.8,123.9,128.3,167.24099999999999,171.482050713785,4413736.0,2003.37,68410.0,2.48,-484793.0,0.58085993,-0.07,320166.0,17802.929,18391.665,,,,,,,,,,,,,,3.8065217391304342,,,,,,,,,,,,,,,,,,,,,,
2014-09-02,98.81,43.5,4.1,615.7432,93.21,2.1150395,0.08412574,121.1,4842.5,5.9,206.4,196.8,124.8,123.9,128.3,167.24099999999999,171.482050713785,4413736.0,2002.28,68410.0,2.54,-484793.0,0.58085993,-0.07,320166.0,17802.929,18391.665,3.5,10.4,3.0,0.0,85.0,"ISM Manufacturing Index, Construction spending",58.0,14.8,6.9,1.3,3.2,,,3.8021739130434784,10.6,0.3,3.2,10.8,7.6,5.3,1.8,5.5,5.1,-463.0,-463.0,1.7,3.1,1.0,82.0,30/10/2014,30/09/2014,11.6,2.1,5.2,6.7,8.9
2014-09-03,98.81,41.2,4.1,617.7401,93.21,2.1150395,0.08412574,121.1,4842.5,5.9,206.4,196.8,124.8,123.9,128.3,167.24099999999999,171.482050713785,4415587.0,2000.72,68410.0,2.57,-484793.0,0.58085993,-0.07,320166.0,17802.929,18391.665,3.5,10.2,4.0,0.0,83.0,M3 Manufacturing,57.0,14.5,6.9,1.3,3.2,,,3.7978260869565217,10.5,0.3,3.3,10.9,7.6,5.3,1.8,5.5,5.1,-463.0,-463.0,1.7,3.2,1.0,79.0,30/10/2014,30/09/2014,11.6,2.1,5.2,6.7,9.0
2014-09-04,98.86,47.0,4.1,617.7401,93.21,2.1150395,0.08412574,121.1,4842.5,5.9,206.4,196.8,124.8,123.9,128.3,167.24099999999999,171.482050713785,4415587.0,1997.65,68410.0,2.58,-484793.0,0.58085993,-0.07,320166.0,17802.929,18391.665,3.5,10.2,4.0,14.0,83.0,"International trade, ISM nonmanuf.",56.0,14.5,7.9,1.3,3.5,,,3.793478260869565,10.6,-0.1,3.6,11.0,9.8,3.8,1.8,4.2,5.1,-450.0,-463.0,1.8,3.2,1.0,79.0,30/10/2014,30/09/2014,12.0,2.1,3.6,6.1,9.0
2014-09-05,98.84,37.9,4.1,617.7401,93.21,2.1150395,0.08412574,121.1,4842.5,5.9,206.4,196.8,124.8,123.9,128.3,167.24099999999999,171.482050713785,4415587.0,2007.71,68410.0,2.53,-484793.0,0.58085993,-0.07,320166.0,17802.929,18391.665,3.5,9.2,3.0,17.0,82.0,Employment situation,55.0,12.8,6.0,1.5,3.1,,,3.7891304347826087,9.1,0.4,3.1,9.4,7.6,1.8,1.6,2.2,5.1,-447.0,-463.0,1.3,2.3,0.8,79.0,30/10/2014,30/09/2014,8.8,1.6,2.6,4.4,7.6
2014-09-08,98.89,38.0,4.1,617.7401,93.21,2.1150395,0.08412574,121.1,4842.5,5.9,206.4,196.8,124.8,123.9,128.3,167.24099999999999,171.482050713785,4415587.0,2001.54,68410.0,2.52,-484793.0,0.58085993,-0.07,320166.0,17802.929,18391.665,,,,,,,,,,,,,,3.776086956521739,,,,,,,,,,,,,,,,,,,,,,
2014-09-09,98.94,38.5,4.1,617.7401,93.21,2.1150395,0.08412574,121.1,4842.5,5.9,206.4,196.8,124.8,123.9,128.3,167.24099999999999,171.482050713785,4415587.0,1988.44,68410.0,2.51,-484793.0,0.58085993,-0.07,320166.0,17802.929,18391.665,,,,,,,,,,,,,,3.771739130434783,,,,,,,,,,,,,,,,,,,,,,
2014-09-10,98.95,38.4,4.1,616.8313,93.21,2.1150395,0.08412574,121.1,4842.5,5.9,206.4,196.8,124.8,123.9,128.3,167.24099999999999,171.482050713785,4421408.0,1995.69,68410.0,2.51,-484793.0,0.58085993,-0.07,320166.0,17802.929,18391.665,3.5,9.2,-1.0,17.0,76.0,Wholesale trade,50.0,12.9,6.0,1.5,3.1,,,3.767391304347826,9.1,0.5,3.0,8.7,7.6,1.8,1.6,2.2,5.1,-447.0,-463.0,1.3,2.3,0.8,77.0,30/10/2014,30/09/2014,8.8,1.6,2.6,4.4,7.6
2014-09-11,98.95,35.5,4.12,616.8313,93.21,2.1150395,0.08412574,121.1,4842.5,5.9,206.4,196.8,124.8,123.9,128.3,167.24099999999999,171.482050713785,4421408.0,1997.45,68410.0,2.48,-484793.0,0.58085993,-0.07,320166.0,17802.929,18391.665,3.5,9.2,-1.0,17.0,76.0,Monthly Treasury Statement,49.0,12.9,6.0,2.2,3.1,,,3.7630434782608697,9.1,0.5,3.1,8.7,7.6,1.8,1.8,2.2,5.1,-447.0,-463.0,1.3,2.3,0.8,77.0,30/10/2014,30/09/2014,8.8,1.6,2.6,4.4,7.6
2014-09-12,99.04,36.2,4.12,616.8313,93.21,2.1150395,0.08412574,121.1,4842.5,5.9,206.4,196.8,124.8,123.9,128.3,167.24099999999999,171.482050713785,4421408.0,1985.54,68410.0,2.51,-484793.0,0.58085993,-0.07,320166.0,17802.929,18391.665,3.5,9.2,-1.0,16.0,76.0,Retail trade,48.0,12.9,6.0,2.2,3.4,,,3.758695652173913,9.2,0.2,3.4,8.7,7.6,2.0,1.8,2.4,5.1,-448.0,-463.0,1.8,3.5,1.0,77.0,30/10/2014,30/09/2014,9.2,1.6,2.6,4.5,7.6
2014-09-15,99.04,31.9,4.12,616.8313,93.21,2.1150395,0.08412574,121.1,4842.5,5.9,206.4,196.8,124.8,123.9,128.3,167.24099999999999,171.482050713785,4421408.0,1984.13,68410.0,2.53,-484793.0,0.58085993,-0.07,320166.0,17802.929,18391.665,3.5,9.1,-7.0,16.0,70.0,Industrial production,45.0,12.3,5.6,2.2,3.4,,,3.7456521739130433,9.0,0.4,3.2,7.5,7.0,1.5,1.8,1.9,5.1,-447.0,-463.0,1.7,3.4,0.9,77.0,30/10/2014,30/09/2014,8.5,1.6,2.3,4.1,8.3
2014-09-16,98.99,31.8,4.12,616.8313,93.21,2.1150395,0.08412574,121.1,4842.5,5.9,206.4,196.8,124.8,123.9,128.3,167.24099999999999,171.482050713785,4421408.0,1998.98,68410.0,2.49,-484793.0,0.58085993,-0.07,320166.0,17802.929,18391.665,,,,,,,,,,,,,,3.741304347826087,,,,,,,,,,,,,,,,,,,,,,
2014-09-17,99.0,20.8,4.12,617.4258,93.21,2.1150395,0.08412574,121.1,4842.5,5.9,206.4,196.8,124.8,123.9,128.3,167.24099999999999,171.482050713785,4449588.0,2001.57,68410.0,2.49,-484793.0,0.58085993,-0.07,320166.0,17802.929,18391.665,3.5,9.1,-6.0,16.0,71.0,Consumer Price Index,43.0,12.3,5.6,2.2,3.4,,,3.7369565217391294,9.0,0.4,3.2,7.6,7.1,1.5,1.8,1.9,5.1,-447.0,-463.0,1.8,3.4,0.9,77.0,30/10/2014,30/09/2014,8.3,1.6,2.3,4.1,8.3
2014-09-18,98.99,19.8,4.23,617.4258,93.21,2.1150395,0.08412574,121.1,4842.5,5.9,206.4,196.8,124.8,123.9,128.3,167.24099999999999,171.482050713785,4449588.0,2011.36,68410.0,2.48,-484793.0,0.58085993,-0.07,320166.0,17802.929,18391.665,3.5,9.1,-6.0,16.0,71.0,Housing starts,42.0,12.3,5.6,2.2,3.4,,,3.732608695652174,9.1,0.3,3.2,7.7,7.0,1.5,1.8,1.9,5.1,-447.0,-463.0,1.8,3.4,0.9,77.0,30/10/2014,30/09/2014,9.2,1.6,2.3,4.1,8.2
2014-09-19,98.97,20.0,4.23,617.4258,93.21,2.1150395,0.08412574,121.1,4842.5,5.9,206.4,196.8,124.8,123.9,128.3,167.24099999999999,171.482050713785,4449588.0,2010.4,68410.0,2.5,-484793.0,0.58085993,-0.07,320166.0,17802.929,18391.665,,,,,,,,,,,,,,3.728260869565217,,,,,,,,,,,,,,,,,,,,,,
2014-09-22,99.02,21.0,4.23,617.4258,93.21,2.1150395,0.08412574,121.1,4842.5,5.9,206.4,196.8,124.8,123.9,128.3,167.24099999999999,171.482050713785,4449588.0,1994.29,68410.0,2.38,-484793.0,0.58085993,-0.07,320166.0,17802.929,18391.665,3.5,9.1,-6.0,16.0,71.0,Existing-home sales,38.0,12.3,5.6,2.2,3.4,,,3.715217391304348,9.2,0.3,3.2,7.8,7.0,1.5,1.8,1.9,5.1,-447.0,-463.0,1.8,3.4,0.9,77.0,30/10/2014,30/09/2014,9.4,1.6,2.3,4.1,8.2
2014-09-23,99.04,21.1,4.23,617.4258,93.21,2.1150395,0.08412574,121.1,4842.5,5.9,206.4,196.8,124.8,123.9,128.3,167.24099999999999,171.482050713785,4449588.0,1982.77,68410.0,2.41,-484793.0,0.58085993,-0.07,320166.0,17802.929,18391.665,,,,,,,,,,,,,,3.7108695652173913,,,,,,,,,,,,,,,,,,,,,,
2014-09-24,99.02,26.9,4.23,617.1751,93.21,2.1150395,0.08412574,121.1,4842.5,5.9,206.4,196.8,124.8,123.9,128.3,167.24099999999999,171.482050713785,4459050.0,1998.3,68410.0,2.4,-484793.0,0.58085993,-0.07,320166.0,17802.929,18391.665,3.5,9.1,-6.0,16.0,71.0,New-home sales/Construction prices,36.0,12.3,5.6,2.2,3.5,,,3.7065217391304346,9.6,0.3,3.3,8.2,7.0,1.5,1.8,1.9,5.1,-447.0,-463.0,1.8,3.4,0.9,77.0,30/10/2014,30/09/2014,11.9,1.5,2.3,4.1,8.1
2014-09-25,99.11,26.9,4.2,617.1751,93.21,2.1150395,0.08412574,121.1,4842.5,5.9,206.4,196.8,124.8,123.9,128.3,167.24099999999999,171.482050713785,4459050.0,1965.99,68410.0,2.42,-484793.0,0.58085993,-0.07,320166.0,17802.929,18391.665,3.5,9.7,-9.0,16.0,68.0,Advance durable manufacturing,35.0,13.7,5.5,2.2,3.6,,,3.7021739130434783,10.1,0.3,3.3,8.2,7.0,1.4,1.8,1.9,5.1,-447.0,-463.0,1.8,3.4,0.9,77.0,30/10/2014,30/09/2014,11.9,1.5,2.3,4.1,8.1
